Employee ID,Burn Rate
fffe31003300390039003000,0.6098953056664863
fffe31003300310037003800,0.35436759170213766
fffe33003400380035003900,0.4283164121828859
fffe3100370039003200,0.4003586627963301
fffe32003600390036003700,0.5325684082329768
fffe3600390032003200,0.523536897918833
fffe3600370032003200,0.3200917247378696
fffe32003900390030003000,0.6859405095035791
fffe3100370031003000,0.6107885018017105
fffe31003500320037003600,0.4449903802952424
fffe3400370031003100,0.39825799892620006
fffe32003800300035003300,0.34654733011318173
fffe31003700380037003700,0.38387917522918485
fffe33003400300038003900,0.5833215857194102
fffe33003100300039003600,0.6185138382673522
fffe33003400380038003300,0.5688334783478642
fffe33003400310032003500,0.6003097499325021
fffe33003400360032003000,0.8163407214901734
fffe32003800360033003400,0.24987858880441302
fffe3600350031003700,0.4263152888681408
fffe3200310033003500,0.3701994185629122
fffe370039003500,0.19162559884385888
fffe32003500340036003200,0.47916706998305375
fffe360038003200,0.6110988069997655
fffe31003800300039003900,0.5223016918428515
fffe32003500310034003200,0.3896392053541446
fffe33003100320039003300,0.4809374200748648
fffe33003000330034003700,0.3449629843979413
fffe32003500310039003300,0.3358570745566785
fffe31003500310033003200,0.2727320021225267
fffe31003900320038003800,0.40705482780007146
fffe31003400340039003000,0.8930881994445641
fffe390033003000,0.37496827731760213
fffe3700360033003400,0.008163366893875873
fffe31003700390034003900,0.15998883637641598
fffe31003700360035003900,0.6315074754106678
fffe31003200370037003900,0.37299240259569977
fffe31003400310038003500,0.3721786777543776
fffe32003200370033003000,0.42673422676028383
fffe31003300320036003300,0.33212395512215437
fffe3900390034003600,0.6228019728201465
fffe32003300310032003600,0.24386291134559185
fffe3500360039003300,0.9113993393476706
fffe3700340039003900,0.7089247965636238
fffe31003400370032003200,0.2933432479565677
fffe360032003200,0.22533138983267978
fffe33003100340030003600,0.6305717078432491
fffe31003500300037003700,0.2933749009058941
fffe31003600390038003800,0.3584038211599956
fffe33003300360030003500,0.5542836555383402
fffe3900380030003300,0.33194530230080277
fffe31003700330034003500,0.3831187364437265
fffe31003500360036003900,0.3252639862461623
fffe3200380033003100,0.6068432165905522
fffe3900360033003900,0.6722603242667146
fffe33003000370031003200,0.5506212298636095
fffe32003700370036003200,0.21649069443383143
fffe31003400320034003300,0.4405503205730515
fffe32003600360034003200,0.2550284267840134
fffe32003700380035003100,0.7296405301370192
fffe31003400350034003200,0.1903162352711
fffe31003000320038003200,0.5734148156670061
fffe32003400300030003800,0.5177151653437201
fffe32003600320038003300,0.4513581795957745
fffe3300340035003700,0.37037068343084717
fffe31003900320032003000,0.3554950037413382
fffe3300370032003100,0.3204628244723435
fffe33003300350038003900,0.17404539933627583
fffe32003900360038003700,0.24014887648218444
fffe3100380033003400,0.5449774377038612
fffe3900390032003500,0.17245850335706056
fffe32003200320035003600,0.24394631032773575
fffe32003700380031003900,0.21970717424584307
fffe3400330034003000,0.41826391319474066
fffe33003300380035003400,0.2726435468576369
fffe3300380034003000,0.5609917625334225
fffe32003500360039003200,0.5909667041281684
fffe31003700360038003600,0.42478755109903393
fffe33003300370036003200,0.5996019892293148
fffe3200340039003500,0.5594341075923596
fffe3600300036003500,0.6611527995058917
fffe31003300370032003000,0.5948912725257393
fffe3700360036003700,0.6423184035337388
fffe33003200390030003200,0.13424493302719048
fffe31003500340035003100,0.6051844781002136
fffe33003000350035003300,0.03881699641969465
fffe31003400300036003000,0.7136227534110764
fffe31003700330035003200,0.48048966430913037
fffe33003000320032003400,0.41234954779387767
fffe32003300350034003700,0.21920740755478016
fffe32003200340034003400,0.34607780500505925
fffe3800380035003100,0.14028056834294655
fffe33003100310039003900,0.5988092060859541
fffe3700330032003300,0.3687347546703701
fffe32003300390033003900,0.4762643714315599
fffe31003500370037003700,0.33165696463997024
fffe32003000310035003500,0.2570522773095132
fffe38003200,0.7485117918903015
fffe31003900310032003600,0.7369037797571208
fffe32003200320039003900,0.20756606227042926
fffe33003000360035003200,0.39917779410169013
fffe33003100390031003800,0.645291030497755
fffe32003800360031003400,0.6643414860875474
fffe32003300320034003300,0.7174341874756281
fffe3800330032003400,0.4272689232727572
fffe3600380038003000,0.36693523595394867
fffe32003500320030003700,0.3240416817434817
fffe33003400330032003600,0.26530961003725545
fffe32003300380030003600,0.6619809544242508
fffe31003000360032003900,0.751898444691072
fffe3300310032003500,0.26428874045944956
fffe3200320033003000,0.7544721616450505
fffe340032003600,0.43317914042743083
fffe3900390036003500,0.8534460096710795
fffe3900310039003900,0.41406618263175915
fffe3700390037003100,0.37274705599597335
fffe31003200340031003600,0.6362836213053852
fffe33003200380038003800,0.34588571086305414
fffe32003400380038003200,0.38865684214891855
fffe32003300330037003600,0.25635894433155665
fffe33003400360030003700,0.3674706353658451
fffe31003900340030003800,0.351637609408784
fffe33003400300037003400,0.4578208906909176
fffe3400360035003700,0.5297523788652789
fffe33003000340039003100,0.5293178704552842
fffe32003000390030003300,0.5851540789983066
fffe32003800300030003000,0.1466317936392974
fffe32003500300032003800,0.43283936894126124
fffe3800330032003700,0.6939397547466432
fffe32003900380039003600,0.2544843235798162
fffe3200310031003300,0.3195421360525869
fffe32003700350038003000,0.46588753359667784
fffe31003800370033003700,0.44148309722205403
fffe33003300380038003100,0.7607599319939845
fffe31003400340030003400,0.33272745189099906
fffe31003000340030003400,0.3211426396409483
fffe31003400330032003700,0.1484060028659118
fffe31003700310030003300,0.5533206944140198
fffe31003300310033003300,0.7502255351814551
fffe33003400330031003500,0.5606028198295036
fffe32003800300036003800,0.6543714079318869
fffe33003000300032003900,0.0074972029107963625
fffe32003800390035003700,0.29975987474983423
fffe3400320036003200,0.49517388369454035
fffe33003200390038003700,0.4601958159150029
fffe33003100380035003700,0.2437281849442376
fffe32003900350032003100,0.007603981157022803
fffe31003400360032003800,0.7182807524329102
fffe32003500340030003200,0.251319370069436
fffe32003600330035003300,0.3531135998835127
fffe3700320033003600,0.34483694685325206
fffe31003400310033003000,0.4118208152442594
fffe31003400380034003800,0.43006576570816335
fffe32003300340039003700,0.408347301552473
fffe31003300360031003300,0.5624778979741418
fffe3500350037003800,0.3947808780093784
fffe32003300350035003400,0.5653858382023367
fffe3600310037003400,0.4542065173649927
fffe3200350036003400,0.3046307874989262
fffe33003100350034003600,0.24546320086235648
fffe3700390038003600,0.41765044083740654
fffe31003200350033003800,0.390799844982224
fffe32003300320033003400,0.5576821434003878
fffe31003900360035003900,0.058474922358363234
fffe3400360036003800,0.6560084016924694
fffe3100320032003000,0.5954342723646696
fffe3900310038003900,0.658853833695922
fffe3500330032003600,0.7533556273848296
fffe3700370034003000,0.4492727590360264
fffe3100310038003800,0.41751628793290957
fffe33003300350036003500,0.7626864908969341
fffe33003400390031003600,0.7048330238176117
fffe31003400370035003400,0.37357206207195115
fffe31003600340039003900,0.6000094669347136
fffe31003600350034003300,0.8884783206493218
fffe32003900310033003300,0.40987057815280087
fffe32003700300039003800,0.4077480357739469
fffe32003600340036003300,0.03546077111254504
fffe31003100340039003600,0.3797134745897995
fffe31003700340036003000,0.4541758175872827
fffe31003600390030003700,0.253662512796535
fffe32003500320036003900,0.5865058769745282
fffe32003200330033003700,0.16678067723892748
fffe32003500380035003600,0.28430613499533824
fffe32003900330030003800,0.17484508786522188
fffe3700360031003700,0.841357250031528
fffe31003400350032003300,0.36814598128066844
fffe31003000300034003900,0.30734401781500154
fffe31003500370032003200,0.5570557293446529
fffe31003400330039003100,0.6478756250122292
fffe33003100340037003400,0.3481842652516681
fffe33003300390033003500,0.8157792474334183
fffe390035003800,0.4481472517852627
fffe31003500310033003600,0.3864552500210217
fffe31003600390032003600,0.47802595171314477
fffe31003600300038003000,0.33328596048362913
fffe3800390036003400,0.29528033306380574
fffe33003100380031003200,0.3217674190406279
fffe33003100390033003000,0.6009027224521948
fffe31003100370034003800,0.008368066070551577
fffe32003500370034003400,0.468182270186952
fffe350039003100,0.9143580144852402
fffe31003000340030003500,0.2977335749959751
fffe33003300340034003300,0.3449626563955434
fffe31003600330032003500,0.8140723822647317
fffe31003400350037003900,0.4917988774080334
fffe31003800370035003000,0.6563063632715884
fffe3400320037003600,0.285440385164517
fffe33003100390034003000,0.5685064470108154
fffe31003000340037003600,0.3311805075051488
fffe3800380033003600,0.6104046323988962
fffe33003300380030003100,0.5744909174392607
fffe3900370035003800,0.37882674357049706
fffe3800370031003400,0.16388269199945524
fffe3600380039003100,0.3716893403052156
fffe3100300039003200,0.49312512202058384
fffe31003000330034003700,0.243406304514954
fffe33003400390034003000,0.21189437106878656
fffe32003600360035003500,0.24859429591761067
fffe3900380031003100,0.5005228356165352
fffe3200350035003000,0.5794396842782835
fffe32003400310032003000,0.6944066201734614
fffe33003200340033003300,0.6984309085331164
fffe3800340035003200,0.7518757990472289
fffe32003300360035003400,0.569806617643172
fffe3200380031003700,0.382634041329011
fffe31003200360035003900,0.5825413837478699
fffe33003200320036003800,0.20406979046212476
fffe31003500320035003500,0.40233515376794987
fffe31003400330039003500,0.656187190307813
fffe32003600360038003200,0.41733352395919815
fffe33003000,0.20341371911457662
fffe33003300370036003900,0.5579222799069488
fffe31003200310031003600,0.5587780222887051
fffe33003400320035003000,0.3775190256550597
fffe33003100300036003800,0.22875713178651375
fffe3200370037003800,0.5735063265518792
fffe32003500300036003500,0.3970755204048099
fffe32003800380034003300,0.6388945776014748
fffe33003100350032003000,0.5455502856599768
fffe31003300340031003000,0.6403862564810076
fffe32003100390031003500,0.6460934162265857
fffe3100380034003300,0.6970365670954128
fffe31003100320030003300,0.5798636446834775
fffe31003200350035003800,0.5838275006663085
fffe31003200350034003500,0.7843642243514442
fffe32003500380037003700,0.42104404954093855
fffe32003500320031003100,0.0363226043348231
fffe3700310035003300,0.7144160298065795
fffe31003300390035003400,0.41458963489319073
fffe31003400390037003000,0.36335521564806805
fffe32003600300037003100,0.708086818191784
fffe3900380038003700,0.5917248181026178
fffe3600390031003300,0.5499577046763132
fffe33003100390031003100,0.6755669386434423
fffe3100320036003300,0.5677546202871276
fffe3900350030003300,0.4390553590790931
fffe32003300350036003100,0.5532283592142779
fffe33003200360032003400,0.3454192826902047
fffe31003400320038003000,0.15074822951185746
fffe31003300310033003900,0.20865073038188806
fffe3800300034003300,0.48304307307475775
fffe32003200370031003200,0.6035845396285717
fffe31003400340039003200,0.3734526825298527
fffe32003600340039003600,0.525885502797458
fffe33003100370036003600,0.5868945706238183
fffe32003600320031003600,0.551848451039574
fffe32003000380030003700,0.48908022898692444
fffe32003700340034003800,0.4279601115910929
fffe32003100350030003100,0.370897588167114
fffe32003400380031003200,0.35618336660689404
fffe31003300370030003800,0.7426797282298284
fffe32003500360031003400,0.7129898412014394
fffe3600370037003500,0.21854078498584265
fffe32003300380034003100,0.554108124145616
fffe32003800310031003300,0.7452744904149714
fffe31003700330031003300,0.615848505836601
fffe32003000300036003900,0.7844797537298622
fffe31003200370032003100,0.7232132423374973
fffe3500340039003400,0.45358154050790656
fffe32003400330037003400,0.4852102876691926
fffe31003000340039003900,0.4762076050174436
fffe31003600350038003800,0.9298338792327406
fffe3400320039003600,0.056860791687075724
fffe3800310034003200,0.43034818302145916
fffe31003500340033003600,0.16696280922348622
fffe3700340036003200,0.32147314403441574
fffe32003800340036003200,0.6989360427428906
fffe3700390035003900,0.13998662464053552
fffe32003500300039003100,0.6106095166554645
fffe31003800340039003900,0.4581350187681809
fffe32003200360032003300,0.5757766035769565
fffe3900370038003200,0.728596191120487
fffe3400300031003000,0.3503320142032816
fffe31003700390036003500,0.5678962987497846
fffe32003000390035003900,0.5423881789206225
